"","Age","NivEco","Genre","Genre_3_TEXT","Educ","Homo_1","Homo_2","Homo_3","Homo_4","Homo_5","Homo_6","Homo_7","DigiCit_1","DigiCit_2","DigiCit_3","DigiCit_4","DigiCit_5","DigiCit_6","DigiCit_7","DigiCit_8","DigiCit_9","DigiCit_10","DigiCit_11","DigiCit_12","DigiCit_13","DigiCit_14","IdePol","Ideolo_1","E2TC_1","E2TC_2","E2TC_3","E2TC_4","E2TC_5","E2TC_6","E2TC_7","E2TC_8","E2TC_9","E2TC_10","E2TC_11","E2TC_12","E2TC_DO","E2T1a_1","E2T1a_2","E2T1a_3","E2T1a_4","E2T1a_5","E2T1a_6","E2T1a_7","E2T1a_DO","E2T1a_ADO","E2T1b_1","E2T1b_2","E2T1b_3","E2T1b_4","E2T1b_5","E2T1b_6","E2T1b_7","E2T1b_DO","E2T1c_1","E2T1c_2","E2T1c_3","E2T1c_4","E2T1c_5","E2T1c_6","E2T1c_7","E2T1c_DO","E2T1d_1","E2T1d_2","E2T1d_3","E2T1d_4","E2T1d_5","E2T1d_6","E2T1d_7","E2T1d_DO","E2T1d_ADO","E2T2a_1","E2T2a_2","E2T2a_3","E2T2a_4","E2T2a_5","E2T2a_6","E2T2a_7","E2T2a_DO","E2T2a_ADO","E2T2b_1","E2T2b_2","E2T2b_3","E2T2b_4","E2T2b_5","E2T2b_6","E2T2b_7","E2T2b_8","E2T2b_9","E2T2b_10","E2T2b_11","E2T2b_12","E2T2b_DO","E2T2c_1","E2T2c_2","E2T2c_3","E2T2c_4","E2T2c_5","E2T2c_6","E2T2c_7","E2T2c_DO","E2T2c_ADO","end_4","SC0"
"551","2","3","1","","4","1","1","1","1","1","10","5","7","7","7","4","7","7","4","7","5","4","4","1","3","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","6|1|3|2|4|5|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"552","1","2","2","","3","3","5","5","2","3","9","6","5","5","5","3","5","5","5","5","3","5","4","2","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","2","2","2","","","1","9|7|12|2|6|4|8","","","","","","","","","","20","3"
"553","3","3","2","","5","5","10","10","8","5","10","6","6","6","6","6","6","5","5","3","2","4","2","3","4","6","1","1","","","","","","","","","","","","","","1","2","1","1","2","2","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","3"
"554","1","3","1","","4","7","8","6","5","4","8","5","7","6","5","5","5","5","5","6","4","6","5","7","4","4","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","2","1","6|4|3|5|1|2|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","2"
"555","3","3","1","","4","6","8","8","7","4","7","6","6","6","3","5","6","5","4","4","4","6","6","1","1","3","1","10","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","1","7|1|6|2|3|4|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2"
"556","2","4","2","","5","7","8","8","4","5","6","5","7","7","7","6","5","4","3","5","5","6","5","2","1","1","1","10","2","","1","","1","2","","","1","","1","2","9|1|3|11|5|12|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","5"
"557","3","4","2","","4","1","4","10","5","5","5","4","7","7","7","7","1","1","1","1","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","1","5|6|7|4|3|1|2","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"558","1","3","1","","3","6","7","8","4","2","8","6","7","7","7","7","7","7","5","5","3","3","2","2","4","4","1","3","1","","1","","1","","2","","2","1","","2","9|12|3|5|7|1|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","5"
"559","3","3","2","","4","1","5","5","4","1","10","9","7","7","7","7","7","3","3","5","1","5","1","1","5","1","1","10","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","7|2|6|5|1|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","4"
"560","4","2","1","","4","1","1","1","1","1","8","1","5","3","3","3","3","2","3","3","3","1","1","1","3","1","1","4","1","1","1","2","","","","","2","1","","1","12|9|1|10|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4"
"561","4","3","1","","4","7","8","5","2","3","3","7","6","6","6","4","7","7","6","5","1","6","5","1","4","4","1","8","2","","2","2","1","","1","","1","","","2","9|3|12|7|4|1|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","4"
"562","2","4","1","","4","7","9","10","8","5","9","8","7","7","7","7","7","5","7","6","5","6","3","3","5","4","0","","1","1","2","1","","","1","","1","","","2","1|12|3|4|7|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","4"
"563","1","4","2","","4","10","10","10","10","10","10","10","7","6","5","7","7","7","4","4","5","4","5","2","6","6","1","2","","","","","","","","","","","","","","1","1","1","1","1","1","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","4"
"564","3","3","1","","4","1","5","9","3","2","7","7","7","7","7","6","6","6","7","6","7","7","7","7","6","6","0","","2","","2","2","2","","","","2","2","","2","1|3|9|5|4|12|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"565","1","3","2","","3","5","10","8","6","4","6","6","7","5","4","7","4","4","5","5","4","4","3","4","3","3","1","4","1","","1","1","","","2","","1","2","","2","1|9|12|4|10|3|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","3"
"566","1","4","1","","4","7","8","9","5","5","9","2","6","5","5","3","6","4","3","3","2","2","2","2","2","4","1","1","1","","1","1","","2","2","","1","","","2","9|12|1|4|7|3|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"567","2","3","1","","4","1","1","5","4","5","8","2","7","7","6","4","7","6","4","6","4","4","5","5","7","4","1","3","","","","","","","","","","","","","","1","1","1","2","1","1","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","3"
"568","3","2","2","","4","6","7","8","8","6","8","8","7","7","7","7","7","6","5","6","4","7","5","7","7","7","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","2","3|7|4|2|5|1|6","2|1","31","6"
"569","3","5","1","","5","4","5","5","1","5","5","5","7","5","7","6","5","4","4","4","2","1","2","3","5","1","0","","1","","1","","1","1","1","","1","","","2","3|9|1|5|6|12|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","5"
"570","1","2","2","","3","7","8","7","6","7","6","6","6","5","7","7","7","6","7","6","5","5","6","5","6","5","1","4","","","","","","","","","","","","","","1","1","2","1","2","2","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","3"
"571","3","3","1","","4","2","3","8","4","3","6","5","6","5","5","5","5","6","5","5","5","3","4","3","5","4","1","2","1","1","1","","","","","2","2","","1","2","12|3|9|8|11|1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","5"
"572","1","3","2","","4","5","5","1","3","3","7","10","7","7","7","7","7","7","7","2","7","1","1","1","3","1","0","","1","","2","","","1","","","1","2","2","2","12|1|9|10|6|3|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","2"
"573","2","4","2","","5","1","5","5","5","1","5","5","6","6","4","4","6","6","6","6","6","3","2","4","4","2","1","4","1","","1","1","","1","","","2","","2","2","3|12|1|11|6|9|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5"
"574","3","2","2","","5","7","9","9","8","5","9","6","7","7","7","6","5","6","5","5","5","7","5","3","6","4","1","3","1","2","1","","1","","","1","1","","","2","12|1|3|8|5|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"575","4","2","2","","2","1","1","1","8","1","1","6","3","3","3","5","5","5","4","5","5","1","1","1","4","1","0","","1","1","2","","","","","1","2","1","","1","12|1|3|10|8|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","4"
"576","1","2","2","","3","4","7","7","5","5","8","6","6","6","5","5","5","5","4","5","3","2","1","1","1","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","2","2","","1","1","","1","10|3|9|12|7|5|6","","","","","","","","","","80","5"
"577","2","3","3","","4","1","4","4","1","1","3","2","6","6","5","3","4","1","5","1","3","5","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","2","","1","2","2","1","12|7|4|9|11|3|10","","","","","","","","","","7","5"
"578","1","2","2","","3","2","2","2","7","7","10","10","7","7","7","7","7","7","7","7","7","1","4","1","1","2","1","2","","","","","","","","","","","","","","1","2","2","1","1","2","1","1|2|3|4|5|6|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","3"
"579","1","3","2","","4","8","5","3","10","1","1","10","7","7","7","7","7","7","4","2","4","6","2","5","7","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"580","1","1","2","","3","8","10","10","5","1","10","6","7","7","7","7","7","7","7","7","3","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"581","4","3","1","","3","1","1","1","1","1","1","1","7","3","5","7","7","7","7","7","7","5","5","1","3","1","1","8","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","2","2","1|6|2|3|7|4|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","4"
"582","2","4","1","","4","5","6","6","6","4","6","3","6","6","5","5","5","3","2","3","3","4","5","4","6","5","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","2","2","7|1|2|5|6|3|4","1|2","9","6"
"583","2","2","1","","3","1","1","7","1","1","1","1","7","7","5","7","7","7","1","1","1","1","1","1","1","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","1","1","2","1","10|11|9|2|3|6|12","","","","","","","","","","100","5"
"584","2","3","1","","4","5","7","8","4","4","8","7","7","7","7","7","7","6","5","6","5","3","3","1","2","1","1","2","1","","2","","","1","1","","1","","2","2","3|9|1|7|11|12|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","3"
"585","2","3","1","","4","1","8","5","5","7","5","5","7","7","5","7","7","4","4","4","2","1","4","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","1","2|7|3|4|1|5|6","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","2"
"586","2","4","1","","4","10","10","10","5","3","10","3","7","7","7","7","7","7","7","7","5","7","5","7","5","7","1","2","","","","","","","","","","","","","","1","2","1","2","1","1","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","2"
"587","3","4","1","","4","4","4","5","6","4","5","6","7","7","5","7","6","4","6","5","6","5","4","2","5","2","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","2","1","","1","1","1","2","","5|10|6|11|9|8|2","","","","","","","","","","88","4"
"588","3","4","1","","4","5","10","8","4","3","8","3","6","7","7","6","5","5","5","5","5","3","3","1","1","1","1","8","1","","2","","","1","","1","1","1","","2","1|9|12|6|8|3|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","4"
"589","2","4","2","","4","1","7","7","2","6","7","3","7","7","6","6","6","6","4","5","5","5","2","3","6","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","2","1","4|5|2|7|6|3|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","3"
"590","2","3","2","","4","6","8","10","4","5","8","6","7","7","7","4","5","2","1","5","1","5","2","1","2","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","2","1|5|3|7|2|4|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","4"
"591","3","3","2","","5","10","5","7","8","2","4","5","7","7","5","6","7","7","6","6","6","6","2","5","3","6","1","2","1","1","1","1","","2","","","2","","","2","9|1|3|6|4|12|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","5"
"592","2","5","2","","5","9","9","10","1","2","9","2","7","7","6","7","7","7","6","6","6","1","1","3","7","2","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","1","5|6|7|3|2|1|4","2|1","","","","","","","","","","","","","","","","","","","","","","","70","5"
"593","2","4","2","","3","1","10","10","1","1","6","1","7","7","7","7","7","4","4","5","3","1","4","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","","","2","","1","1","","","4|10|3|9|7|2|1","","","","","","","","","","","5"
"594","3","5","1","","4","3","8","8","8","5","8","9","7","7","7","7","7","6","6","6","6","6","7","1","1","1","1","2","1","","1","","","","","1","1","1","2","2","12|1|9|10|11|3|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","4"
"595","2","4","2","","4","7","10","10","9","5","9","6","7","7","7","7","7","7","5","6","4","6","5","6","1","5","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","1","2","2","2|7|3|1|5|6|4","1|2","72","6"
"596","2","4","1","","4","7","10","10","5","6","10","7","7","7","7","7","7","7","7","5","4","6","7","7","7","4","1","3","","","","","","","","","","","","","","1","2","2","2","1","2","1","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","2"
"597","4","3","1","","5","4","4","10","10","7","5","6","7","7","7","7","7","6","6","5","5","5","3","1","1","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","","1","1","2","","","","2","","5|3|11|1|7|2|6","","","","","","","","","","19","4"
"598","3","3","2","","4","8","10","10","9","5","10","1","7","7","7","7","7","7","5","5","1","3","1","3","4","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","2","","1","","8|11|4|5|7|6|9","","","","","","","","","","50","4"
"599","3","3","1","","3","8","7","7","5","3","10","7","7","7","7","7","6","7","7","7","7","7","5","6","6","7","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","2","2|3|6|5|7|1|4","1|2","80","5"
"600","2","3","2","","4","8","7","4","7","4","3","10","7","7","7","7","7","7","4","5","4","7","3","6","5","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","2","1","2|1|3|7|4|5|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","2"
"601","3","4","1","","4","10","5","10","8","5","10","9","6","6","5","6","7","6","5","4","2","2","2","5","1","1","1","4","1","1","1","","","","1","","1","","2","1","1|3|9|2|11|12|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","3"
"602","2","4","2","","5","10","10","10","10","8","10","8","7","7","7","7","7","7","7","7","7","1","3","1","1","4","0","","1","1","1","","2","","","1","1","","","2","3|1|9|2|5|12|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","4"
"603","3","3","1","","4","1","3","3","3","2","2","10","6","7","7","7","7","7","7","7","6","6","2","6","6","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","3|2|4|7|5|6|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","4"
"604","3","3","2","","4","2","10","5","10","8","10","9","7","7","7","7","6","7","7","7","5","7","7","7","7","7","1","6","1","","1","2","","","","2","1","1","","2","12|9|1|4|8|3|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","3"
"605","3","3","2","","4","7","3","7","7","5","8","8","7","6","7","7","7","6","6","6","6","6","5","4","6","3","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","1","5|2|7|6|4|3|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","4"
"606","2","3","2","","4","1","9","9","5","5","10","6","7","6","7","6","7","6","5","5","2","3","4","1","2","4","1","5","1","","1","2","","1","","","1","1","","2","3|12|1|10|6|9|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","4"
"607","2","1","2","","4","1","1","1","2","1","2","1","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","","1","","2","2","1","","","","1","1","","2","3|1|12|4|5|9|10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"608","4","4","1","","4","7","10","10","10","1","10","6","7","5","5","7","5","3","1","5","4","5","6","1","5","1","1","7","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","2","1","7|4|2|6|3|5|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"609","3","4","2","","5","1","1","1","1","1","1","1","7","7","7","7","7","7","7","4","4","1","1","1","1","1","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","1","1|3|2|7|6|4|5","1|2","","","","","","","","","","","","","","","","","","","","","","","100","5"
"610","3","1","2","","4","5","1","4","5","3","10","8","7","7","6","6","6","1","4","5","1","6","6","1","1","1","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","1","1","1","3|4|7|5|6|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","100","2"
"611","2","3","2","","4","1","10","10","6","5","10","10","7","7","7","7","7","7","7","7","7","7","5","7","7","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","2","1","","","2","","2|3|8|11|4|7|5","","","","","","","","","","0","7"
"612","3","5","1","","5","6","5","5","4","4","5","2","4","4","5","5","5","5","5","4","4","3","3","4","3","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","2","2","4|1|5|6|7|2|3","2|1","20","5"
"613","2","2","2","","3","4","5","8","5","4","10","6","7","6","5","7","7","5","5","5","4","1","3","5","3","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","2","7|4|6|5|2|3|1","2|1","82","4"
"614","2","4","1","","5","1","2","2","1","2","2","1","7","6","3","5","6","3","2","1","1","1","1","1","1","1","1","5","1","","1","1","","","1","","1","","1","2","9|1|12|11|4|3|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","5"
"615","2","2","1","","3","3","1","4","1","7","2","4","6","7","1","5","5","6","6","4","5","2","3","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","2","3|2|4|1|6|5|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","5"
"616","2","4","2","","4","2","2","2","1","3","3","2","5","5","3","3","4","4","2","2","2","2","1","4","3","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","2","3|5|2|6|1|7|4","1|2","80","7"
"617","2","4","1","","4","10","5","5","7","1","6","1","7","7","7","7","4","4","1","1","1","1","4","4","6","4","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","2","5|1|4|6|3|2|7","1|2","58","4"
"618","3","3","2","","4","2","7","4","9","1","7","7","7","5","7","4","6","6","5","3","5","6","1","6","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","2","2","","1","","","10|8|6|7|3|4|5","","","","","","","","","","62","3"
"619","3","3","2","","4","7","7","7","4","4","5","4","6","6","6","5","5","5","4","4","4","5","3","4","6","7","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","2","6|2|3|4|5|7|1","2|1","75","6"
"620","2","4","2","","5","8","8","9","6","9","8","5","7","7","7","7","7","7","5","6","5","6","5","6","2","1","1","1","","","","","","","","","","","","","","1","2","1","1","1","2","1","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4"
"621","3","4","1","","4","2","2","5","5","2","5","4","7","7","7","7","4","4","5","5","4","6","6","7","5","4","0","","1","","2","1","1","","","","2","","2","2","9|1|3|11|4|12|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","4"
"622","2","2","2","","3","5","6","7","5","5","5","8","6","5","4","5","5","5","4","4","3","3","5","1","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","1","2","","1","1","2","","6|2|7|3|11|10|9","","","","","","","","","","74","5"
"623","2","4","2","","5","9","9","10","10","7","10","8","7","7","7","7","7","7","6","4","3","7","1","6","7","7","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","2","1|5|4|2|7|6|3","2|1","20","6"
"624","4","2","2","","4","5","5","3","1","1","2","1","2","2","2","1","2","3","2","2","1","2","1","2","4","2","1","3","1","","1","1","1","1","","","1","","","1","12|1|9|4|6|3|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","4"
"625","4","1","2","","5","3","3","1","2","1","7","9","7","4","7","7","7","1","6","6","1","6","1","7","7","7","1","1","1","","2","","1","2","","","2","1","","1","12|3|1|10|6|9|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","3"
"626","4","4","1","","4","5","5","6","4","3","7","2","7","6","7","6","6","6","5","4","4","4","7","1","3","3","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","2","5|3|7|2|4|6|1","2|1","68","4"
"627","4","4","1","","4","1","1","1","1","1","1","1","6","6","7","6","7","2","2","1","1","1","1","1","2","1","1","8","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","2","1|7|6|5|3|2|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","5"
"628","3","4","1","","4","4","4","4","6","2","5","5","7","6","6","4","4","4","4","4","4","4","4","2","5","4","0","","2","1","1","","","","","1","2","1","","1","3|1|9|10|8|12|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","6"
"629","4","4","1","","4","7","7","5","9","4","6","8","6","4","5","6","5","5","6","4","5","6","5","6","6","7","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","1","2","1","2|7|5|6|4|1|3","2|1","8","5"
"630","3","4","1","","4","5","5","10","6","1","5","4","7","7","7","6","6","4","3","4","1","5","4","4","7","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","1","","","2","1","1","2","","9|10|5|4|11|8|2","","","","","","","","","","75","4"
"631","2","3","2","","4","10","7","7","10","1","10","5","7","7","7","7","7","7","7","5","5","7","4","7","7","7","1","1","","","","","","","","","","","","","","1","1","1","1","1","2","1","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","5"
